Bytes,MSE Error
568,0.00037130539885765756
569,0.00041923143035091923
570,0.0003430195605902655
571,0.0002839670512816826
572,0.00029266074472450947
573,0.0003774624229288961
574,0.0004214430906965087
575,0.00013971017152040362
576,0.00041529358956419554
577,0.0003365807275865033
578,0.00029795710834150667
579,0.0003035449552044156
580,0.0002735449944079197
581,0.00023453968993714585
582,0.00027254911596072715
583,0.0003232959991237294
584,0.00036217203069099924
585,0.00025623618222942406
586,0.00033503108382622787
587,0.0002580574843401943
588,0.0002983593064224503
589,0.0002606544430283761
590,0.00020699817603025096
591,0.0002670014052910119
592,0.0001085453863197472
593,0.0003355837280441147
594,0.00021667817297081152
595,0.000331140635353222
596,0.00020081072341326944
597,0.00016249855414369248
598,0.00023813775942471693
599,0.0003235101354827445
600,0.00018702688329439197
601,0.00024610124845431916
602,0.00025667280624475097
603,0.00015489906430642665
604,0.00017594293422007468
605,0.00016820108779778392
606,0.00023547164619230898
607,0.00015974414544381524
608,0.00012720121432923607
609,0.0002516967734360757
610,0.00023466249198959716
611,0.00012118355233623233
612,0.0001777802633190125
613,0.00013739885700768075
614,0.000216990729313693
615,0.00018477195080777165
616,0.0001596888806716379
617,0.00014983177588460833
618,0.0002618462880160554
619,0.00021881628795957417
620,0.0001483743034782492
621,0.00018015246223512804
622,0.0001629034068173496
623,0.00014061344177207502
624,0.0001548085292597534
625,0.00010937219440165791
626,0.00014341031624098832
627,0.00018903885620602523
628,7.320085066927125e-05
629,0.00019187087218597298
630,0.0001094580016740565
631,0.00010912404695773148
632,0.00019199706948711537
633,0.00011398187575650809
634,0.00015064114495544345
635,0.0002900425133702811
636,8.956524137223217e-05
637,0.00017202960325448657
638,0.00016576974280724244
639,0.0001342258112547117
640,7.401490341862882e-05
641,0.00014970040143048714
642,0.0001564547408179351
643,0.00012648196904289458
644,8.990034355823202e-05
645,6.564979485119693e-05
646,0.00011244497612779014
647,0.00015772976205750768
648,0.00010799558458529646
649,8.603637852502288e-05
650,0.00010032444727888408
651,0.00011809430084213091
652,0.00020084504649275914
653,8.524733914327953e-05
654,4.531551394393318e-05
655,7.659086492952026e-05
656,8.877220690400074e-05
657,7.761928610047366e-05
658,0.00011036876963367427
659,6.716411880915984e-05
660,9.84483508221144e-05
661,9.351671446388031e-05
662,0.0001524923673059675
663,0.00012190660649480378
664,4.918307316377953e-05
665,5.644835307196315e-05
666,4.610667807961969e-05
667,4.562609024105768e-05
668,0.00013992431273176668
669,9.374338815177907e-05
670,3.7224973522955095e-05
671,8.19955471342837e-05
672,8.88803295993057e-05
673,5.1221470357631915e-05
674,5.152649400770315e-05
675,5.5486252676928416e-05
676,9.740170276018034e-05
677,9.619533875593333e-06
678,0.0001110444301654449
679,7.787183869822911e-05
680,5.696396287172926e-05
681,9.715370950808782e-05
682,0.00010270214915765661
683,2.263370379296248e-05
684,4.847877663191217e-05
685,0.00010021166053775232
686,4.872536737821065e-05
687,4.070255668661308e-05
688,9.601879810361424e-05
689,5.4145844236093886e-05
690,2.0625897207082744e-05
691,8.703677685844014e-05
692,0.00010764110083982814
693,6.444407593638364e-05
694,1.8595673736854224e-05
695,4.424458984431112e-05
696,2.029570210500727e-05
697,8.529147228841794e-05
698,5.992102978780167e-05
699,3.623345020287161e-05
700,5.941592417002539e-05
701,3.7073654084451846e-06
702,2.701080468625605e-05
703,6.040455300535541e-05
704,2.9011605111658616e-05
705,4.185988291283138e-05
706,6.590871483543499e-05
707,5.064280526312359e-05
708,3.473938375009311e-05
709,3.96825402617651e-05
710,5.361503243958313e-05
711,7.815381675868593e-05
712,5.860187548023532e-05
713,1.2534425498718823e-05
714,3.168494166467488e-05
716,1.7274885825221038e-05
717,3.7744509336334885e-05
718,7.195525208203435e-05
719,6.019401189405471e-05
720,3.4447951845452606e-05
721,0.00011279020691290498
722,5.1762536031674244e-05
723,6.542813321175345e-05
724,1.637256339866629e-05
725,2.0302238863223464e-05
726,2.6574355729280796e-05
727,2.6917631203104975e-05
728,7.8135834276812e-06
730,2.5618090148782358e-05
731,1.2645581174789792e-05
732,5.358614471333567e-05
733,0.00010125618427991867
734,1.411676021234598e-05
735,4.848998446504993e-05
736,2.6755801002309454e-05
737,3.4611883165780455e-05
738,4.186641778384607e-05
739,2.7085344527222333e-05
740,2.6137902750633657e-05
741,1.3495596022039535e-05
742,5.672464631061303e-05
743,1.6565450522421088e-05
744,2.733773302073435e-05
745,2.5214007587237573e-05
746,3.4631500057002995e-05
747,5.094194093165546e-05
748,3.281704872885408e-05
749,2.765321741549087e-05
750,1.6908723409869708e-05
751,1.8785292013490107e-05
752,4.661995527991773e-06
753,0.00011445754353189841
754,2.2969972633291036e-05
755,5.119694861832613e-06
756,9.395915185450576e-06
757,4.903923439769642e-06
758,3.073778412954198e-05
759,1.6657644277984218e-05
760,1.4471474514721194e-05
762,3.53082396031823e-05
763,8.738789347262355e-06
764,1.6522949673950887e-05
765,2.3014808367146804e-05
766,3.3385904923003786e-05
767,5.1844268000422744e-05
769,1.3678676017055599e-05
770,1.739911770452333e-05
771,1.0425739446873195e-05
772,2.3440748918801546e-05
773,3.337609632581007e-05
775,4.335067387728486e-06
778,1.0030156014787886e-05
779,9.83726840786403e-06
780,4.393913968669949e-06
781,2.6383102635918476e-06
782,3.135568226753094e-05
783,8.532824722351506e-06
784,4.047207198709657e-05
785,9.199759233524674e-06
786,2.398344925798786e-05
787,3.478515471518525e-06
788,1.5873996517257183e-05
789,4.329182775109075e-05
790,1.5565049807264586e-05
791,9.768614290806e-06
792,5.668934136338066e-06
793,1.87983684251473e-05
794,1.0504202919037198e-05
796,1.2096341379219666e-05
798,1.6424870636910782e-05
799,5.186387716094032e-05
800,1.5506202544202097e-05
803,1.54571625898825e-05
804,1.2802506300128394e-05
807,1.6388908079534303e-05
808,1.5104079693628591e-06
810,5.384506437167147e-06
811,3.602094511734322e-05
812,8.468373347828414e-06
813,9.55284076553653e-06
814,2.9521612532334984e-06
816,9.49399452565558e-06
818,1.0788628742375295e-05
819,1.3534824650681305e-06
820,2.6971569582201482e-06
821,2.7481581128085963e-05
822,2.014531310123857e-05
824,5.933746081154823e-06
825,1.6084864910226315e-05
826,6.224711872467499e-06
828,1.1141711183881853e-05
829,6.894915259181289e-06
830,1.8752598407445475e-05
832,7.669735396120814e-06
833,1.7967975509236567e-05
835,1.5202159659111203e-05
837,3.5112084333377425e-06
838,1.4917731505192933e-05
841,1.0880168095657913e-05
843,9.513608347333502e-06
844,1.961569068953395e-05
847,1.3534825029637432e-06
848,1.0847476005437784e-05
850,1.742527103942848e-05
854,1.0415930773888249e-05
855,5.531624537979951e-06
856,4.884307145403e-06
858,1.0651318916643504e-05
859,4.550840306668154e-06
860,1.412329538652557e-06
861,1.0651318916643504e-05
862,1.1602682207012549e-05
863,9.699958866349334e-06
864,1.4711766880282084e-06
865,1.4123296523393947e-06
867,1.353482616650581e-06
869,1.53002383740386e-06
872,1.1122096111648716e-05
873,1.1024018021998927e-05
874,2.8148515980319644e-06
875,4.59007151221158e-06
878,5.021616289013764e-06
880,5.119695742905606e-06
881,1.953722494363319e-05
884,1.4515609336740454e-06
890,1.2004801646980923e-05
891,5.021616289013764e-06
892,5.002000307285925e-06
893,5.531624992727302e-06
895,1.647717681407812e-06
898,1.0141311577172019e-05
899,5.041232043367927e-06
903,4.87776829534899e-06
907,1.3868292626284529e-05
912,1.647718136155163e-06
913,4.707765583589207e-06
915,1.7850276208264404e-06
919,5.1393103603913914e-06
925,1.53002383740386e-06
928,1.843874770202092e-06
934,1.726180471450789e-06
935,5.413930011854973e-06
936,5.021616289013764e-06
938,1.6084864000731613e-06
943,1.588870759405836e-06
945,1.686949303802976e-06
950,6.178941930556903e-06
952,1.7065648307834635e-06
959,1.8242591295347665e-06
966,1.8634902971825795e-06
975,1.4711768017150462e-06
978,1.8046433751806035e-06
988,1.9419535419729073e-06
